Node,In-Degree,Out-Degree
1581,109,34
71383,151,45
349,122,89
576,364,236
765,145,135
847,93,68
1712,333,62
1713,63,48
1714,101,68
1715,96,33
1716,224,239
1717,72,38
1718,156,74
1719,1140,46
143,1521,171
241,50,49
332,49,98
396,54,45
432,173,198
440,298,56
689,353,177
701,45,26
703,62,70
805,62,37
849,625,139
850,300,103
918,497,226
981,90,16
1011,100,57
1365,35,25
1561,199,46
1613,330,139
1738,165,88
1739,1,0
1740,86,83
1741,83,26
1742,25,23
1743,1,4
1744,1,0
1745,1,9
1746,3,6
1747,168,168
1748,164,170
1749,414,91
1750,69,32
1751,269,76
1752,66,59
1753,683,30
1754,256,133
1755,193,185
1756,516,6
446,250,106
556,280,153
696,191,186
1286,7,23
1771,1,1
1772,20,20
1773,25,11
1774,22,18
1775,49,39
1776,243,35
1777,38,12
1778,201,104
1779,68,109
1780,51,25
1781,2,0
1782,11,0
1783,145,3
1784,1,2
1785,1,1
1786,41,41
1787,3,1
1788,45,5
1789,43,31
1790,1,9
1791,1,0
1792,4,0
420,152,42
1438,261,136
1453,41,153
1890,59,72
1891,37,29
1892,257,57
1893,79,41
1894,393,94
1895,239,61
1896,108,209
1897,79,16
1898,130,120
1899,125,33
1900,61,30
1901,61,46
1902,112,37
1903,353,116
1904,103,26
1905,200,92
1906,177,17
1907,58,100
1908,230,69
1909,482,66
1910,208,93
1911,169,10
1912,203,103
1913,7,6
1914,100,24
1915,56,12
187,348,34
191,112,67
234,40,118
286,83,72
340,157,149
353,71,78
370,127,176
381,299,176
431,291,145
452,265,140
453,195,71
575,66,66
745,133,55
769,93,26
844,211,155
845,92,77
863,187,101
873,101,70
975,213,170
983,101,92
1001,26,25
1016,157,289
1031,98,61
1069,86,63
1238,89,82
1476,227,322
1554,77,78
1572,180,262
1642,229,95
1763,130,130
1935,280,114
1975,238,160
2023,43,33
2024,59,41
2025,181,52
2026,36,32
2027,129,21
2028,211,75
2029,75,54
2030,157,83
2031,88,90
2032,162,91
2033,144,157
2034,145,137
2035,154,84
2036,103,51
2037,171,164
2038,24,40
2039,38,14
2040,154,120
2041,59,36
2042,126,88
2043,141,128
2044,10,10
2045,114,87
2046,158,100
2047,153,154
2048,40,39
2049,161,85
2050,66,25
2051,114,82
2052,222,111
2053,66,37
2054,91,48
2055,59,107
2056,82,115
2057,102,91
2058,13,11
2059,257,58
2060,108,140
2061,118,98
2062,226,99
2063,227,227
2064,107,74
2065,192,77
2066,423,424
2067,124,101
2068,43,18
364,44,39
429,296,101
552,143,112
1620,433,124
1622,106,78
2114,7,14
2115,307,61
2116,80,64
2117,8,8
2118,347,347
2119,46,58
2120,494,75
2121,31,57
320,183,195
534,137,162
883,358,267
980,73,69
1440,618,181
1446,121,51
1504,40,101
1529,56,144
2110,117,68
2215,208,83
2216,25,29
2217,110,77
2218,203,97
2219,48,48
2220,78,32
2221,54,57
2222,96,29
2223,39,37
2224,76,12
2225,39,32
2226,167,58
2227,369,162
2228,339,37
2229,130,34
2230,166,55
2231,77,82
2232,149,136
2233,31,38
2234,181,45
2235,37,18
2236,308,308
2237,61,40
2238,20,10
2239,578,67
2240,19,23
2241,97,97
2242,26,38
2243,45,42
2244,232,87
2245,83,57
2246,49,112
2247,24,32
2248,153,153
2249,103,96
2250,38,36
2251,81,56
2252,55,43
2253,33,25
2254,78,92
2255,110,110
145,75,662
148,6,15
149,9,20
154,133,206
161,14,69
167,94,148
172,196,68
175,28,69
185,74,76
194,10,43
203,54,178
232,24,57
270,44,39
283,74,50
291,65,250
314,55,30
315,137,67
316,34,25
317,17,30
326,128,63
372,70,45
400,137,130
442,128,112
444,60,37
447,296,261
451,162,112
454,72,29
455,32,156
456,58,42
457,7,11
471,3,13
568,5,25
579,75,132
581,65,57
594,24,74
615,30,70
685,155,126
767,12,16
858,21,40
862,84,69
867,11,26
896,55,32
910,24,24
942,112,251
977,4,11
978,13,46
986,42,8
990,38,28
1009,93,81
1032,96,82
1037,121,68
1044,28,68
1045,7,9
1046,9,19
1049,18,35
1057,13,46
1058,6,21
1066,7,18
1073,19,19
1085,27,31
1094,12,16
1098,14,33
1099,6,6
1102,54,104
1114,29,26
1130,6,18
1132,6,26
1133,25,32
1153,19,22
1157,66,50
1196,23,41
1204,83,53
1280,35,50
1333,3,3
1546,110,69
1587,32,44
1589,74,130
1615,131,78
1668,18,27
1815,270,123
1933,122,89
1934,52,57
2069,51,85
2074,16,40
2075,83,144
2265,73,149
2301,25,11
2302,34,20
2303,155,142
2304,6,1
2305,23,17
2306,9,13
2307,32,31
2308,28,35
2309,11,10
2310,19,18
2311,23,34
2312,20,17
2313,10,7
2314,7,16
2315,4,5
2316,78,81
2317,21,22
2318,149,47
2319,19,17
2320,38,37
2321,18,12
2322,45,37
2323,12,12
2324,61,30
2325,16,28
2326,10,10
2327,34,104
2328,97,45
2329,12,17
2330,2,7
2331,11,15
2332,2,3
2333,12,7
2334,19,15
2335,43,22
2336,20,16
2337,46,32
2338,25,39
2339,64,32
2340,13,31
2341,31,25
2342,51,43
2344,65,92
2361,29,16
2362,68,84
2364,25,14
2365,17,25
2366,60,76
2367,49,89
2369,67,78
2437,21,18
2559,65,19
2608,29,32
2782,17,28
2804,45,40
2897,70,42
2908,37,42
3681,7,11
4880,35,51
10094,9,9
71385,13,31
371,30,15
403,125,88
544,61,48
872,20,62
976,175,75
988,47,54
1013,101,95
2258,11,14
2368,4,19
2370,13,18
2371,157,107
2372,17,53
2373,137,129
2374,6,8
2375,269,96
2376,43,28
2377,47,37
2378,6,8
2379,49,13
2380,31,33
2386,76,31
164,32,28
178,18,80
192,48,71
217,111,234
252,19,36
285,14,45
288,27,55
289,225,252
300,102,55
341,10,61
373,40,64
404,96,39
481,46,219
541,63,57
652,160,313
704,102,270
750,16,28
758,4,8
878,10,18
912,33,64
926,63,15
971,97,144
989,111,65
1020,257,74
1024,303,79
1145,36,52
1379,84,345
1387,7,13
2345,10,4
2349,33,19
2400,3,16
2408,99,292
2434,2,2
2435,166,54
2436,8,14
2438,3,0
2439,17,3
2440,80,40
2441,2,2
2442,5,11
2443,1,0
2444,236,38
2445,27,23
2446,129,48
2447,1,0
2448,51,44
2449,25,10
2450,16,16
2451,39,18
2452,3,5
2453,37,45
2454,15,12
2455,40,28
2456,3,5
2457,8,33
2458,22,21
2459,2,10
2460,13,13
2461,98,81
2462,7,1
2463,48,0
2464,305,52
2465,11,14
2466,1,1
2467,10,13
2468,8,3
2469,25,8
2470,43,89
2483,10,18
2484,2,2
2485,15,23
2487,99,109
2491,20,40
3162,37,21
7657,7,16
26288,2,3
71384,12,13
71436,2,0
254,78,61
282,200,126
416,39,35
516,108,52
562,50,31
590,253,419
618,74,173
637,268,834
654,76,144
665,223,26
705,65,182
830,48,35
906,22,56
991,102,99
1202,7,13
1233,51,32
1652,50,20
1658,122,114
1762,65,41
1970,46,45
2430,55,17
2472,14,11
2492,30,25
2493,15,10
2494,4,3
2495,81,50
2496,55,30
2497,144,162
2498,195,24
2499,69,111
2500,48,28
2501,160,168
2502,37,40
2503,10,21
2504,62,66
2505,21,26
2506,10,22
2507,54,53
2508,62,67
2509,60,189
2510,21,30
2511,163,41
2512,644,84
2513,32,12
2514,84,63
2515,38,37
2516,57,60
208,35,36
296,121,111
325,50,25
334,56,48
342,119,177
356,45,112
360,161,79
405,131,127
419,88,84
450,132,3
557,198,55
592,54,104
674,20,39
680,139,80
702,108,60
870,8,15
874,86,51
888,209,48
927,112,61
985,57,64
992,31,35
997,218,136
1004,117,43
1012,45,28
1147,82,71
1437,214,62
1483,143,210
1552,66,100
2006,59,18
2171,33,38
2256,61,46
2287,63,146
2419,53,85
2424,137,85
2478,131,106
2528,247,91
2548,85,62
2550,2,11
2551,20,21
2552,9,18
2553,57,39
2554,73,57
2555,8,9
2556,56,47
2557,69,32
2558,149,64
2560,65,30
2561,151,149
2562,68,18
2563,121,162
2564,2,12
2565,110,110
2775,187,81
2800,110,40
2956,204,68
2961,83,43
3174,212,96
3231,31,76
3260,22,37
3264,208,44
3281,394,26
3463,71,64
3683,104,100
3841,113,36
3979,144,120
4342,155,36
4687,110,98
5829,156,28
6059,92,86
7437,115,0
7806,157,2
21718,6,10
649,152,156
913,173,186
925,104,83
1206,131,57
1224,209,101
1431,88,118
1432,441,60
1472,147,64
1507,109,91
1512,131,58
1520,163,128
1623,527,103
1629,181,113
1635,287,100
2101,48,69
2113,307,100
2144,343,181
2151,151,255
2198,96,100
2629,50,28
2630,136,64
2631,108,94
2632,56,34
2633,77,61
2634,110,79
2635,141,70
2636,255,52
2637,206,206
2638,154,23
2639,139,108
2640,156,156
2641,124,61
2642,47,42
2643,296,123
2644,176,60
2645,48,60
2646,76,247
2647,138,92
2648,76,84
2649,145,177
2650,233,94
2651,133,141
2652,230,69
2653,73,101
2654,140,149
2655,78,73
2656,331,91
3,40,41
198,192,91
299,291,88
640,170,127
1460,166,92
2195,111,58
2490,42,41
2710,141,109
2711,21,18
2712,115,64
2713,172,64
2714,190,31
339,44,72
377,82,85
523,26,102
748,73,119
911,37,60
934,21,41
1007,30,34
1019,40,42
1165,49,97
1218,53,39
1219,99,71
1283,270,198
1348,1,14
1374,7,9
2008,145,113
2084,112,75
2104,54,68
2139,41,93
2201,167,77
2276,67,73
2605,69,39
2678,131,78
2721,6,9
2753,3,4
2754,51,66
2755,12,18
2756,6,6
2757,123,66
2758,6,7
2759,30,19
3154,19,69
3181,102,55
3352,127,90
4036,24,34
4069,93,51
4783,26,52
5063,84,11
13415,4,8
25548,4,2
212,31,246
215,110,180
239,80,75
261,45,42
273,14,6
311,46,41
324,46,11
336,50,43
338,8,25
346,30,71
362,32,62
376,128,34
380,32,30
391,31,35
406,55,40
439,76,107
460,8,50
473,25,69
492,70,391
554,104,79
572,4,53
573,26,40
604,17,30
610,51,131
739,9,59
759,11,33
762,18,87
802,97,79
886,8,31
957,81,68
966,30,31
1006,49,55
1071,26,22
1086,10,10
1104,9,11
1149,12,23
1150,8,26
1210,20,15
1284,13,72
1285,33,77
1343,6,49
1349,15,36
1350,33,32
1370,71,54
1592,7,29
1611,13,50
1647,104,122
1761,80,51
1764,27,34
1766,56,69
1916,2,2
1945,7,15
1990,14,22
2083,51,46
2272,59,33
2401,37,65
2476,60,83
2479,133,91
2566,41,60
2576,31,28
2577,90,42
2615,14,33
2619,36,39
2778,3,12
2779,3,8
2780,1,2
2781,21,23
2783,1,3
2784,3,4
2785,7,5
2786,61,151
2787,13,58
2788,34,62
2789,10,26
2790,4,5
2791,32,29
2792,64,43
2793,16,13
2794,18,29
2795,6,17
2796,51,43
2797,3,14
2798,37,32
2799,11,24
2801,1,5
2802,31,30
2803,35,54
2805,24,16
2811,30,18
2843,5,18
2857,27,30
2860,37,41
2863,76,50
2866,80,10
2868,26,26
2904,53,34
2905,41,50
2933,72,56
3009,6,17
3015,11,13
3044,92,29
3073,27,88
3160,34,41
3203,29,44
3333,21,28
3429,42,34
3473,60,26
3483,119,94
3544,43,27
3565,7,11
3625,3,9
3629,6,13
3652,39,61
3660,25,30
3723,84,52
3848,5,35
4436,14,33
4525,16,28
4794,23,17
5095,34,45
5462,33,37
5936,7,14
6383,48,59
7099,3,6
7350,2,7
7484,86,56
7993,14,17
8311,34,48
8643,3,4
8846,13,24
9401,7,10
10192,32,32
10198,17,13
11108,3,2
15347,28,15
15967,2,2
18812,4,3
71387,29,73
2415,40,22
2694,232,150
2812,14,10
2813,36,12
2814,65,124
2815,14,21
2816,28,35
2817,45,38
2818,11,6
2819,18,4
2820,11,66
2821,121,64
2822,3,4
180,31,52
243,31,30
565,138,138
700,59,46
2862,19,25
2864,203,48
2865,115,86
2867,154,188
2869,58,55
2870,33,40
2871,92,35
2872,67,29
2873,88,51
153,14,16
213,18,38
216,50,101
221,9,11
229,19,26
322,10,5
417,132,71
422,84,74
435,25,24
448,55,43
485,30,83
487,9,66
529,41,75
582,54,77
599,55,60
617,70,154
636,46,114
676,58,74
742,7,24
825,30,67
851,120,77
887,22,70
901,7,24
1018,66,88
1025,106,59
1143,28,40
1152,113,106
1211,41,76
1329,4,9
1342,3,17
1346,122,184
1351,7,45
1369,7,9
1388,12,14
1448,63,170
1477,26,26
1514,119,83
1527,49,75
1532,136,230
1551,58,99
1568,22,39
1593,10,13
1602,16,23
1630,61,51
1673,49,32
2124,24,28
2142,26,64
2174,250,204
2290,128,43
2383,6,12
2412,33,50
2423,28,66
2696,205,35
2746,33,48
2896,139,64
2898,13,13
2899,100,38
2900,16,12
2901,16,16
2902,27,24
2903,6,7
2906,68,36
2907,5,2
2909,48,48
2995,251,87
3116,64,33
3120,116,123
3141,15,28
3273,84,45
3279,39,63
3339,5,10
3376,36,38
3414,16,15
3420,231,106
3440,68,31
3491,14,23
3505,296,162
3560,80,136
3580,81,73
3766,32,57
3830,118,171
3832,58,36
3835,77,107
3836,107,103
3864,116,87
3899,270,178
3901,127,89
3929,67,51
3932,195,122
3948,55,66
4067,89,54
4109,16,38
4163,106,40
4219,8,17
4313,145,184
4326,25,14
4333,67,118
4337,35,49
4339,84,84
4550,16,17
4556,14,26
4557,26,49
4561,118,38
4739,27,45
4766,24,38
4769,102,81
5617,39,88
5667,38,89
5761,42,31
5778,51,64
6173,53,67
6378,33,34
6431,114,55
6522,52,22
6761,23,28
7060,26,25
8513,13,14
8686,28,42
8740,86,86
9997,56,48
10762,8,28
12461,5,2
12755,24,34
19743,53,56
250,38,52
287,58,108
307,157,117
553,104,62
561,26,46
609,43,46
630,68,93
656,94,125
657,41,40
658,33,33
671,37,62
751,229,257
768,78,96
815,36,55
818,86,113
820,16,32
824,194,647
829,63,89
838,25,42
944,43,18
952,123,26
1112,70,65
1227,60,102
1228,41,94
1231,16,18
1232,40,34
1235,13,32
1237,27,50
1521,200,74
1676,38,59
2156,70,68
2425,69,25
2429,36,66
2433,51,114
2537,90,49
2544,31,56
2741,27,33
2927,14,16
2928,33,53
2929,14,32
2930,14,9
2931,27,25
2932,37,18
2934,1,3
2935,8,7
2936,21,29
2937,32,54
2938,56,80
2939,66,60
2940,2,3
2941,18,26
2942,21,10
2943,28,28
2944,26,51
2945,2,1
2946,47,19
2947,12,28
2948,22,15
2949,52,52
2950,62,76
2951,11,15
2952,4,1
2953,17,12
2954,12,14
2955,29,49
2957,26,59
2958,61,117
2959,1,1
2960,77,122
2962,8,8
2963,53,0
2964,39,74
2965,46,34
2966,21,13
2967,6,8
2968,18,17
2969,410,410
2970,31,48
2971,7,7
2972,41,83
2973,8,13
2974,22,19
2975,36,29
2976,24,20
2977,61,1
2978,47,104
2979,39,41
2980,125,267
2981,35,55
2982,46,27
2983,18,22
2984,108,83
2985,86,100
2986,21,32
2987,13,8
2988,50,34
2989,3,2
2990,72,60
2991,183,40
2992,90,120
2993,6,20
2994,7,8
3040,37,32
3054,79,56
3086,14,14
3107,71,51
3112,84,29
3142,26,74
3464,47,64
3934,70,94
3983,31,49
4035,35,53
4049,96,58
4329,95,56
4341,130,41
4345,33,64
4560,54,54
4563,7,11
4705,45,44
4851,19,71
4929,38,301
4955,135,41
5257,34,41
5299,59,49
5532,6,10
5637,23,28
5881,4,1
5894,13,12
5908,52,161
5911,26,34
5921,3,3
6055,41,108
6112,57,78
6160,24,59
6262,18,10
6290,22,24
6319,62,26
6325,3,7
6342,12,13
6377,16,16
6979,18,16
7130,18,18
7565,10,38
7687,142,187
7793,33,25
8245,18,8
9848,25,16
10349,29,46
10522,8,11
10912,36,21
11179,4,7
12942,13,13
15109,6,8
16347,3,5
29399,2,3
38393,1,2
49738,4,1
71381,17,67
71394,22,21
71395,5,7
71396,20,14
628,41,71
641,30,51
763,293,1669
953,50,34
1596,202,517
1707,28,125
1768,31,10
1852,37,118
1955,18,16
2426,16,17
3045,1,3
3046,1,1
3047,12,9
3048,10,0
3049,33,10
3050,2,1
3051,4,8
3052,8,21
3053,21,21
3055,24,2
3056,12,6
3057,18,14
3058,25,25
3059,42,9
3060,10,6
3061,19,21
3062,87,68
3063,15,0
3064,60,63
3065,222,286
3066,8,9
3067,7,10
3068,10,7
3069,117,12
3070,11,22
3071,101,33
3072,18,27
3074,12,11
3075,49,60
3076,66,70
3077,59,67
3078,1,1
3079,7,7
3080,10,14
3081,1,1
3082,41,79
3083,41,14
3084,18,19
3085,36,36
3087,25,39
3088,4,5
251,30,50
626,32,26
692,41,45
2206,44,91
2682,23,46
2718,5,17
3018,4,11
3100,10,8
3101,6,17
3102,16,16
3103,34,74
3104,95,95
3105,32,26
3106,67,53
3108,14,14
3109,21,120
3110,26,34
3111,27,30
3113,8,11
3114,98,27
3115,85,35
3117,59,149
3118,75,74
3119,52,32
247,4,15
885,4,3
909,140,226
2126,5,20
2180,80,74
3157,5,7
3158,4,7
3159,19,34
297,156,146
466,31,167
932,86,74
2381,102,53
2422,41,64
3172,83,16
3173,135,77
3175,20,9
3176,20,27
3177,51,26
3178,72,71
3179,10,4
3180,65,83
3182,87,21
3183,14,19
3184,55,57
3185,67,23
3186,65,79
3187,37,58
3188,3,5
3189,147,81
71398,94,84
675,33,39
1021,118,112
1142,35,26
1606,440,119
1765,31,46
2016,10,15
2097,39,71
2391,8,25
2411,12,76
3249,202,59
3250,32,32
3251,6,10
3252,14,12
3253,3,3
3254,35,17
3255,84,37
3256,54,45
3257,22,9
3258,15,19
3259,10,8
3261,52,54
3262,21,61
3263,22,44
3265,16,12
3266,54,22
3267,3,10
3268,38,43
3269,24,14
3270,11,15
3271,9,17
3272,91,30
3274,58,99
3275,76,59
3276,148,57
3277,139,101
3278,74,119
3280,130,65
3282,130,21
3283,9,17
3284,173,86
3285,90,33
3286,56,59
3692,53,46
4070,80,44
4115,114,63
4123,211,63
4357,119,118
4565,144,137
4568,23,18
4785,45,36
4896,7,19
5934,178,66
71400,101,50
228,13,93
355,17,46
488,8,62
502,4,13
1598,2,7
1690,68,213
1962,4,15
2675,40,34
2729,84,264
2925,1,7
3123,3,8
3321,114,170
3322,4,4
3323,5,4
3324,2,6
3325,2,6
3326,1,0
3327,36,27
3328,5,20
3329,4,4
3330,1,0
3331,2,5
3332,1,1
3334,1,0
3335,1,0
3336,2,1
3337,1,4
3338,38,30
3340,15,6
3341,19,15
3342,2,0
3343,3,6
3344,18,6
166,16,44
634,378,1621
803,3,26
907,22,56
1236,39,66
1353,36,111
2854,2,9
2895,19,79
3019,7,24
3346,72,112
3347,6,9
3348,4,6
3349,35,55
3350,42,43
3351,5,8
3353,9,10
3354,4,19
3355,1,1
3356,1,2
3357,3,4
277,72,82
305,8,14
328,6,21
337,5,11
514,30,135
535,4,15
811,3,8
956,43,76
960,11,67
964,13,54
1225,93,515
2140,24,75
2698,13,36
2810,76,33
2924,18,13
3092,119,200
3358,4,10
3359,18,14
3360,16,16
3361,15,18
3362,2,3
3363,8,10
3364,2,5
3365,21,68
3366,1,10
3367,14,9
3368,68,72
3369,24,66
3370,23,32
3371,9,21
3372,19,27
3373,9,4
3374,72,42
3375,2,21
3377,41,26
3694,18,22
3772,52,64
4314,33,37
8528,15,22
147,27,22
188,10,58
323,47,34
390,223,11
412,18,24
425,50,42
540,70,66
632,92,76
642,41,163
673,45,47
678,97,67
693,142,56
770,82,564
931,9,13
947,39,158
951,35,66
955,122,177
973,266,81
995,29,29
1002,88,64
1156,28,35
1158,48,32
1368,108,123
1428,127,201
1429,378,37
1430,85,69
1466,29,24
1479,76,111
1484,42,53
1489,38,206
1536,38,53
1558,163,32
1565,32,14
1582,44,43
1607,34,93
1619,784,123
1621,768,117
1645,20,55
1649,87,115
1650,41,52
1654,59,32
1657,29,53
1817,203,33
1818,65,119
1836,22,32
1883,68,90
1885,127,132
1918,328,161
1994,31,93
2070,70,211
2082,50,59
2088,80,104
2111,98,43
2146,119,82
2149,24,56
2160,131,67
2161,227,177
2172,2,4
2200,14,91
2284,103,73
2285,108,182
2288,117,41
2432,88,107
2536,42,28
2572,17,54
2574,42,78
2602,64,55
2685,221,55
2687,192,78
2690,106,70
2706,32,97
2728,61,81
2750,100,85
2833,12,13
2893,124,166
3039,38,97
3138,214,178
3167,66,89
3234,78,287
3391,66,39
3392,48,33
3393,38,20
3394,10,10
3395,21,24
3396,3,2
3397,4,2
3398,152,51
3399,5,1
3400,4,0
3401,12,41
3402,2,1
3403,99,33
3404,19,74
3405,44,14
3406,2,2
3407,13,13
3408,5,2
3409,3,3
3410,223,32
3411,14,12
3412,28,27
3413,10,11
3415,70,223
3416,5,2
3417,37,39
3418,28,44
3419,14,7
3421,19,3
3422,43,29
3423,17,27
3424,10,10
3425,12,28
3426,21,3
3427,10,10
3428,218,29
3430,2,3
3431,107,72
3432,51,171
3433,54,18
3434,67,33
3435,12,0
3436,7,0
3437,20,16
3438,13,12
3439,47,47
3441,13,3
3442,13,5
3443,4,4
3444,5,0
3445,34,21
3446,1,3
3447,2,4
3448,32,51
3449,2,0
3450,6,5
3451,3,7
3452,7,2
3453,6,1
3454,97,141
3455,22,16
3456,2,1
3457,126,27
3458,40,20
3459,87,40
3460,4,2
3461,21,56
3462,112,52
3485,49,65
3497,42,38
3498,38,36
3499,203,105
3500,95,65
3501,111,80
3502,222,120
3503,95,43
3509,58,58
3510,135,256
3511,38,48
3513,5,6
3517,15,31
3527,87,294
3533,110,119
