Node,In-Degree,Out-Degree
2642,41,44
2643,122,294
2644,60,148
2645,60,47
2646,226,70
2647,81,114
2648,83,72
2649,170,142
2650,94,225
2651,141,132
2652,69,226
2653,100,67
2654,137,134
2655,72,75
2656,91,319
3,40,39
198,91,183
299,87,283
640,127,167
1460,92,162
2195,57,108
2490,41,38
2710,109,139
2711,18,21
2712,64,112
2713,64,168
2714,31,178
339,72,43
377,85,82
523,98,26
748,118,73
911,60,36
934,41,21
1007,34,30
1019,42,40
1165,95,44
1218,39,49
1219,71,98
1283,197,261
1348,14,1
1374,9,7
2008,113,144
2084,75,108
2104,68,51
2139,87,38
2201,77,158
2276,72,66
2605,39,61
2678,78,129
2721,9,6
2753,3,2
2754,66,49
2755,18,12
2756,6,5
2757,65,117
2758,7,6
2759,19,27
3154,66,16
3181,55,98
3352,87,122
4036,34,23
4069,51,89
4783,52,23
5063,11,69
13415,8,4
25548,2,4
212,240,29
215,177,105
239,74,70
261,42,45
273,6,9
311,41,44
324,11,42
336,43,46
338,25,8
346,71,26
362,61,32
376,34,119
380,30,30
391,35,30
406,40,53
439,106,72
460,50,6
473,64,22
492,345,65
554,74,95
572,53,4
573,40,26
604,30,17
610,123,46
739,59,8
759,33,11
762,87,18
802,79,91
886,31,7
957,67,81
966,28,24
1006,53,47
1071,22,25
1086,8,9
1104,11,9
1149,22,11
1150,20,7
1210,15,17
1284,70,13
1285,77,33
1343,47,6
1349,34,14
1350,32,33
1370,54,70
1592,28,7
1611,50,13
1647,121,96
1761,51,75
1764,33,24
1766,69,54
1916,2,2
1945,15,7
1990,22,13
2083,46,51
2272,33,49
2401,64,35
2476,79,58
2479,90,129
2566,59,40
2576,28,28
2577,41,86
2615,32,14
2619,39,35
2778,12,3
2779,8,3
2781,22,17
2783,3,1
2784,4,3
2785,5,7
2786,147,60
2787,54,10
2788,62,32
2789,26,10
2790,5,4
2791,28,27
2792,43,62
2793,13,15
2794,29,18
2795,17,6
2796,43,48
2797,12,2
2798,31,35
2799,24,11
2801,5,1
2802,30,31
2803,54,33
2805,15,24
2811,16,26
2843,16,5
2857,30,25
2860,41,35
2863,50,76
2866,10,72
2868,25,25
2904,33,52
2905,50,40
2933,56,71
3009,17,6
3015,13,11
3044,29,89
3073,82,27
3160,39,32
3203,43,28
3333,28,21
3429,33,38
3473,26,59
3483,94,99
3544,27,42
3565,10,5
3625,9,3
3629,10,3
3652,61,33
3660,30,22
3723,52,81
3848,34,4
4436,33,14
4525,27,16
4794,17,19
5095,45,31
5462,37,33
5936,14,7
6383,59,48
7099,6,3
7350,6,2
7484,56,83
7993,17,14
8311,48,31
8643,4,3
8846,23,10
9401,10,7
10192,31,31
10198,13,17
15347,15,26
15967,2,2
18812,3,4
71387,73,27
2415,22,40
2694,140,213
2812,10,14
2813,12,35
2814,123,62
2815,21,14
2816,35,28
2817,38,39
2818,6,10
2819,4,18
2820,65,11
2821,64,114
2822,3,1
180,52,29
243,29,29
565,132,135
700,46,57
2862,25,19
2864,48,191
2865,82,110
2867,173,137
2869,54,54
2870,40,29
2871,35,89
2872,28,60
2873,50,83
153,16,14
213,38,18
216,100,50
221,11,9
229,25,18
322,5,9
417,71,123
422,74,83
435,24,25
448,43,51
485,83,28
487,64,9
529,75,40
582,76,53
599,60,54
617,147,67
636,113,44
676,74,55
742,24,7
825,67,29
851,77,115
887,65,21
901,24,7
1018,88,66
1025,59,101
1143,39,26
1152,102,110
1211,75,40
1329,9,4
1342,17,3
1346,184,119
1351,45,6
1369,9,7
1388,14,11
1448,166,62
1477,26,25
1514,83,116
1527,72,45
1532,229,134
1551,97,56
1568,39,21
1593,13,10
1602,22,16
1630,51,57
1673,32,47
2124,28,24
2142,63,26
2174,203,243
2290,42,126
2383,12,5
2412,50,32
2423,66,28
2696,35,199
2746,46,32
2896,64,128
2898,13,13
2899,38,93
2900,11,14
2901,14,12
2902,24,26
2903,7,5
2906,36,64
2907,2,4
2909,48,45
2995,86,231
3116,33,61
3120,123,113
3141,28,15
3273,45,82
3279,62,38
3339,10,5
3376,38,36
3414,14,14
3420,101,212
3440,31,64
3491,23,14
3505,157,274
3560,129,75
3580,73,81
3766,57,31
3830,169,112
3832,36,58
3835,104,76
3836,101,106
3864,86,114
3899,178,263
3901,89,124
3929,51,63
3932,121,189
3948,63,54
4067,54,89
4109,37,16
4163,40,92
4219,16,7
4313,184,144
4326,13,19
4333,118,63
4337,49,35
4339,81,81
4550,16,14
4556,25,14
4557,48,23
4561,38,109
4739,43,26
4766,35,23
4769,81,99
5617,86,37
5667,84,34
5761,29,38
5778,64,50
6173,65,50
6378,34,32
6431,53,109
6522,22,50
6761,28,21
7060,25,22
8513,14,12
8686,42,28
8740,82,82
9997,48,50
10762,28,8
12461,2,5
12755,34,22
19743,56,52
250,52,35
287,108,57
307,105,135
553,61,98
561,46,25
609,45,43
630,91,64
656,123,91
657,39,40
658,31,30
671,61,35
751,246,103
768,88,71
815,54,36
818,112,80
820,32,15
824,607,183
829,89,63
838,42,23
944,18,41
952,26,104
1112,65,68
1227,92,57
1228,93,35
1231,17,16
1232,33,38
1235,30,10
1237,45,25
1521,74,195
1676,58,37
2156,68,67
2425,25,57
2429,60,34
2433,90,45
2537,47,87
2544,56,31
2741,33,26
2927,15,13
2928,52,32
2929,32,14
2930,9,14
2931,25,25
2932,16,35
2934,3,1
2935,6,8
2936,28,17
2937,53,30
2938,80,54
2939,60,64
2940,3,2
2941,26,16
2942,10,16
2943,27,27
2944,51,25
2946,17,44
2947,28,10
2948,15,21
2949,52,50
2950,72,59
2951,15,9
2953,12,17
2954,14,12
2955,49,28
2957,54,24
2958,111,55
2960,120,74
2962,6,6
2963,0,51
2964,73,38
2965,34,44
2966,13,21
2967,8,5
2968,17,16
2969,373,373
2970,48,30
2971,6,7
2972,79,40
2973,12,7
2974,19,22
2975,29,34
2976,19,23
2977,1,56
2978,102,46
2979,41,38
2980,243,116
2981,54,32
2982,22,41
2983,22,18
2984,68,100
2985,94,83
2986,30,16
2987,7,11
2988,32,43
2989,2,3
2990,60,68
2991,39,171
2992,118,83
2993,19,5
2994,7,6
3040,31,36
3054,56,78
3086,13,13
3107,51,65
3112,29,78
3142,74,26
3464,57,45
3934,92,66
3983,45,29
4035,52,32
4049,58,91
4329,55,93
4341,40,126
4345,63,31
4560,51,48
4563,11,7
4705,43,44
4851,65,17
4929,300,35
4955,41,120
5257,36,28
5299,46,28
5532,10,6
5637,28,23
5894,12,13
5908,159,52
5911,33,25
5921,3,3
6055,107,40
6112,76,55
6160,59,22
6262,10,18
6290,24,22
6319,26,62
6325,7,3
6342,13,12
6377,16,15
6979,14,17
7130,16,16
7565,36,8
7687,128,135
7793,25,33
8245,7,16
9848,16,24
10349,45,26
10522,11,7
10912,21,34
11179,7,4
12942,13,13
15109,8,6
16347,5,3
29399,3,2
71381,66,17
71394,21,21
71395,7,4
71396,14,18
628,70,38
641,51,29
763,1053,251
953,34,46
1596,466,193
1707,122,24
1768,10,30
1852,111,34
1955,16,18
2426,17,16
3045,3,1
3047,9,10
3048,0,10
3049,10,33
3051,8,4
3052,21,8
3053,21,21
3055,2,24
3056,6,12
3057,14,17
3058,25,24
3059,7,40
3060,6,10
3061,21,18
3062,67,82
3063,0,15
3064,62,56
3065,275,206
3066,9,8
3067,10,7
3068,6,10
3069,12,116
3070,21,11
3071,32,93
3072,27,18
3074,11,12
3075,48,42
3076,70,65
3077,57,55
3079,7,7
3080,14,10
3082,77,39
3083,9,39
3084,19,16
3085,35,35
3087,39,25
3088,5,4
251,50,29
626,26,31
692,45,38
2206,89,44
2682,46,23
2718,16,4
3018,11,4
3100,8,10
3101,16,5
3102,16,16
3103,74,34
3104,95,95
3105,26,30
3106,52,66
3108,14,14
3109,115,20
3110,30,23
3111,27,24
3113,11,8
3114,26,93
3115,35,79
3117,145,56
3118,74,70
3119,26,46
247,15,4
885,3,4
909,224,137
2126,20,5
2180,72,77
3157,7,5
3158,7,4
3159,34,17
297,145,152
466,165,31
932,74,83
2381,53,99
2422,64,39
3172,16,79
3173,77,121
3175,9,20
3176,27,20
3177,25,49
3178,71,72
3179,4,10
3180,82,63
3182,21,82
3183,19,13
3184,57,54
3185,22,54
3186,76,59
3187,56,33
3188,4,3
3189,80,128
71398,83,91
675,34,28
1021,111,113
1142,25,31
1606,118,417
1765,45,30
2016,15,10
2097,71,39
2391,22,7
2411,76,12
3249,59,188
3250,29,29
3251,8,5
3252,12,12
3253,3,3
3254,17,35
3255,36,82
3256,45,53
3257,9,20
3258,19,12
3259,8,9
3261,54,48
3262,60,19
3263,44,22
3265,12,13
3266,22,52
3267,10,3
3268,43,37
3269,14,24
3270,15,9
3271,17,9
3272,29,80
3274,99,55
3275,59,74
3276,57,144
3277,99,134
3278,119,72
3280,63,121
3282,21,127
3283,17,8
3284,85,166
3285,33,88
3286,59,53
3692,46,52
4070,44,77
4115,63,111
4123,62,207
4357,116,115
4565,137,144
4568,17,18
4785,36,41
4896,19,7
5934,66,159
71400,50,87
228,90,12
355,44,16
488,54,8
502,13,3
1598,7,2
1690,186,63
1962,15,4
2675,33,36
2729,259,80
2925,7,1
3123,8,3
3321,162,112
3322,4,3
3323,4,5
3324,6,1
3325,6,2
3327,26,36
3328,18,4
3329,4,4
3331,5,2
3338,30,37
3340,6,13
3341,15,19
3343,6,3
3344,5,10
166,44,16
634,1350,351
803,25,3
907,55,22
1236,65,35
1353,107,32
2854,9,2
2895,59,16
3019,19,5
3346,102,63
3347,8,6
3348,6,4
3349,55,28
3350,42,40
3351,8,5
3353,10,8
3354,19,4
3357,3,2
277,81,68
305,11,7
328,21,5
337,11,5
514,135,29
535,15,4
811,8,2
956,76,39
960,63,10
964,53,13
1225,505,92
2140,74,21
2698,36,12
2810,33,72
2924,13,17
3092,198,58
3358,9,4
3359,14,14
3360,15,15
3361,18,14
3362,3,2
3363,9,6
3364,5,2
3365,67,18
3366,10,1
3367,9,13
3368,71,66
3369,59,19
3370,30,22
3371,21,9
3372,27,19
3373,4,7
3374,42,68
3375,21,2
3377,26,40
3694,22,16
3772,64,51
4314,37,32
8528,21,13
147,22,25
188,58,9
323,34,41
390,11,131
412,22,15
425,42,45
540,66,63
632,76,87
642,158,41
673,47,42
678,67,97
693,55,128
770,499,79
931,13,9
947,148,36
951,64,23
955,173,120
973,81,248
995,26,26
1002,63,84
1156,35,19
1158,30,40
1368,102,94
1428,193,122
1429,36,358
1430,69,84
1466,24,28
1479,110,75
1484,50,39
1489,198,37
1536,53,37
1558,32,147
1565,14,30
1582,43,44
1607,91,32
1619,123,720
1621,113,692
1645,52,16
1649,112,84
1650,52,35
1654,32,52
1657,51,27
1817,33,180
1818,106,57
1836,30,22
1883,86,63
1885,124,98
1918,161,314
1994,86,26
2070,203,64
2082,58,49
2088,100,77
2111,43,91
2146,79,110
2149,56,23
2160,67,126
2161,174,219
2172,4,2
2200,89,14
2284,73,89
2285,181,108
2288,40,109
2432,107,88
2536,22,35
2572,52,16
2574,77,40
2602,54,51
2685,55,207
2687,72,185
2690,70,103
2706,94,31
2728,79,57
2750,83,92
2833,12,6
2893,161,96
3039,95,34
3138,178,203
3167,83,65
3234,281,66
3391,38,59
3392,30,41
3393,20,36
3394,10,10
3395,24,21
3397,2,4
3398,35,138
3399,1,3
3400,0,4
3401,41,12
3403,31,83
3404,71,17
3405,13,42
3406,2,2
3407,8,8
3408,2,5
3409,2,2
3410,32,198
3411,12,8
3412,27,25
3413,7,5
3415,158,64
3416,2,4
3417,28,30
3418,44,21
3419,6,13
3421,3,17
3422,28,39
3423,21,12
3424,10,7
3425,25,10
3427,7,7
3428,29,157
3430,2,2
3431,69,98
3432,153,47
3433,16,46
3434,32,57
3435,0,12
3436,0,6
3437,15,15
3438,11,11
3439,38,38
3441,3,11
3442,5,10
3443,4,4
3444,0,4
3445,21,32
3446,3,1
3448,50,28
3450,3,4
3451,7,3
3452,1,6
3453,1,6
3454,140,91
3455,16,22
3457,27,114
3458,20,32
3459,40,85
3460,2,4
3461,53,21
3462,50,105
3485,63,46
3497,37,38
3498,36,36
3499,100,183
3500,64,87
3501,77,93
3502,119,202
3503,41,86
3509,49,52
3510,241,124
3511,42,33
3513,6,5
3517,29,13
3527,202,70
3533,118,106
3534,71,167
3555,92,47
3631,81,57
3718,10,101
3720,28,58
3783,56,89
3857,19,83
3887,70,82
3919,37,7
3922,58,79
3933,18,31
3951,192,88
3976,30,50
3984,61,188
3993,37,35
4000,24,33
4030,45,70
4045,97,294
4046,65,168
4047,60,150
4050,49,38
4053,109,96
4055,0,206
4064,6,62
4068,60,36
4072,18,20
4078,79,100
4092,261,20
4095,16,27
4098,61,105
4114,23,27
4118,41,128
4120,70,182
4121,26,44
4122,67,67
4161,120,292
4165,53,138
4167,55,82
4170,97,263
4187,93,131
4202,283,86
4203,39,12
4252,56,78
